Date,CloudProvider,Service,Region,Resource,UsageType,UsageQuantity,UnitCost,TotalCost,IsAnomaly
2026-06-17,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,544.99,0.02,10.8997,0
2026-06-18,AWS,EC2,us-east-1,i-0c9d8e7f6a5b4,BoxUsage:t3.xlarge,18.98,0.1664,3.1581,0
2026-06-18,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,20.77,0.194,4.0299,0
2026-06-18,AWS,RDS,us-west-2,prod-db-cluster-primary,InstanceUsage:db.r5.8xlarge-MultiAZ,21.14,7.68,162.3552,1
2026-06-18,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,20.87,0.194,4.0492,0
2026-06-18,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,19.35,0.192,3.7145,0
2026-06-18,AWS,EBS,us-west-2,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,121.81,0.08,9.7445,0
2026-06-18,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,22.61,0.35,7.9131,0
2026-06-18,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,22.98,0.194,4.4587,0
2026-06-18,AWS,EC2,eu-west-1,i-0c9d8e7f6a5b4,BoxUsage:t3.xlarge,19.35,0.1664,3.2207,0
2026-06-18,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,20.44,0.194,3.9654,0
2026-06-18,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,19.1,0.194,3.7053,0
2026-06-18,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,22.52,0.35,7.8817,0
2026-06-18,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,1431.7,0.02,28.6339,0
2026-06-18,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,24.2,0.35,8.4715,0
2026-06-19,AWS,Lambda,ap-southeast-1,image-resizer-worker,RequestCount,470377.61,2e-07,0.0941,0
2026-06-19,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,20.65,0.194,4.0069,0
2026-06-19,AWS,RDS,us-west-2,prod-db-cluster-primary,InstanceUsage:db.r5.8xlarge-MultiAZ,22.52,7.68,172.9536,1
2026-06-19,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,1181.49,0.02,23.6299,0
2026-06-19,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,20.91,0.192,4.0154,0
2026-06-19,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,23.97,0.35,8.3883,0
2026-06-19,AWS,S3,us-west-2,user-media-storage-bucket,StandardStorage-GB,372.39,0.023,8.565,0
2026-06-19,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,1013.37,0.02,20.2673,0
2026-06-19,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,20.59,0.35,7.2067,0
2026-06-19,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,19.81,0.194,3.843,0
2026-06-19,AWS,Lambda,us-east-1,image-resizer-worker,RequestCount,730195.0,2e-07,0.146,0
2026-06-19,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,1474.05,0.02,29.481,0
2026-06-19,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,890.97,0.02,17.8193,0
2026-06-19,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,20.69,0.194,4.0136,0
2026-06-19,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,1059.13,0.02,21.1826,0
2026-06-20,Azure,Azure Storage,eastus,stbackupdata002,BlobStorage-GB,1453.54,0.02,29.0708,0
2026-06-20,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,23.53,0.194,4.5653,0
2026-06-20,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,22.03,0.192,4.2289,0
2026-06-20,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,17.63,0.192,3.3858,0
2026-06-20,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,22.11,0.35,7.7371,0
2026-06-20,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,22.12,0.192,4.2465,0
2026-06-20,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,546.81,0.02,10.9363,0
2026-06-20,AWS,EC2,ap-southeast-1,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,24.12,0.1664,4.0133,0
2026-06-20,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,406.66,0.02,8.1331,0
2026-06-20,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,18.78,0.194,3.644,0
2026-06-20,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,18.18,0.194,3.5274,0
2026-06-20,AWS,S3,us-east-1,prod-analytics-data-dump,StandardStorage-GB,993.76,0.023,22.8565,0
2026-06-20,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,24.5,0.35,8.5744,0
2026-06-20,AWS,Lambda,us-west-2,image-resizer-worker,RequestCount,623370.34,2e-07,0.1247,0
2026-06-21,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,23.64,0.192,4.539,0
2026-06-21,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,512.71,0.02,10.2542,0
2026-06-21,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,22.99,0.38,8.7358,0
2026-06-21,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,23.6,0.194,4.5792,0
2026-06-21,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,20.44,0.35,7.1538,0
2026-06-21,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,24.02,0.192,4.6109,0
2026-06-21,AWS,Lambda,us-east-1,auth-token-verifier,RequestCount,436198.05,2e-07,0.0872,0
2026-06-21,AWS,EC2,us-east-1,i-0a8f9c1d2e3f4,BoxUsage:t3.xlarge,21.05,0.1664,3.5027,0
2026-06-21,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,886.12,0.02,17.7223,0
2026-06-21,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,17.99,0.192,3.4536,0
2026-06-21,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,21.79,0.192,4.1838,0
2026-06-21,AWS,EC2,eu-west-1,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,19.58,0.1664,3.2589,0
2026-06-21,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,21.36,0.35,7.4759,0
2026-06-21,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,808.47,0.02,16.1694,0
2026-06-21,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,21.7,0.35,7.5936,0
2026-06-21,AWS,RDS,us-west-2,prod-db-cluster-primary,InstanceUsage:db.r5.8xlarge-MultiAZ,21.53,7.68,165.3504,1
2026-06-22,AWS,RDS,us-west-2,prod-db-cluster-primary,InstanceUsage:db.r5.8xlarge-MultiAZ,21.88,7.68,168.0384,1
2026-06-22,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,20.92,0.192,4.0175,0
2026-06-22,AWS,EC2,ap-southeast-1,i-0a8f9c1d2e3f4,BoxUsage:t3.xlarge,23.05,0.1664,3.8359,0
2026-06-22,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,21.36,0.194,4.1441,0
2026-06-22,AWS,Lambda,us-west-2,auth-token-verifier,RequestCount,155403.55,2e-07,0.0311,0
2026-06-22,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,24.2,0.194,4.6942,0
2026-06-22,AWS,Lambda,us-west-2,event-processor,RequestCount,141942.3,2e-07,0.0284,0
2026-06-22,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,19.66,0.192,3.774,0
2026-06-22,AWS,RDS,ap-southeast-1,prod-db-cluster-primary,InstanceUsage:db.r5.8xlarge-MultiAZ,21.47,7.68,164.8896,1
2026-06-22,AWS,EC2,us-west-2,i-0a8f9c1d2e3f4,BoxUsage:t3.xlarge,21.63,0.1664,3.5991,0
2026-06-22,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,21.56,0.194,4.1822,0
2026-06-22,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,20.73,0.194,4.0214,0
2026-06-22,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,19.81,0.192,3.8042,0
2026-06-22,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,22.31,0.194,4.3282,0
2026-06-22,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,23.29,0.35,8.1513,0
2026-06-23,AWS,EBS,us-west-2,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,342.62,0.08,27.4095,0
2026-06-23,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,984.67,0.02,19.6933,0
2026-06-23,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,18.38,0.194,3.5659,0
2026-06-23,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,22.67,0.35,7.9355,0
2026-06-23,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,20.64,0.194,4.0048,0
2026-06-23,AWS,EBS,ap-southeast-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,269.57,0.08,21.5653,0
2026-06-23,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,20.95,0.194,4.0645,0
2026-06-23,AWS,EC2,us-east-1,i-0c9d8e7f6a5b4,BoxUsage:t3.xlarge,18.69,0.1664,3.1106,0
2026-06-23,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,21.25,0.192,4.0809,0
2026-06-23,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,18.25,0.194,3.5412,0
2026-06-23,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,17.94,0.192,3.4454,0
2026-06-23,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,23.88,0.35,8.3581,0
2026-06-23,AWS,S3,ap-southeast-1,app-logs-archive,StandardStorage-GB,372.81,0.023,8.5747,0
2026-06-23,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,21.72,0.192,4.1712,0
2026-06-23,AWS,Lambda,ap-southeast-1,event-processor,RequestCount,714860.62,2e-07,0.143,0
2026-06-24,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,22.92,0.35,8.0228,0
2026-06-24,AWS,S3,eu-west-1,app-logs-archive,StandardStorage-GB,316.35,0.023,7.2761,0
2026-06-24,AWS,S3,us-east-1,prod-analytics-data-dump,StandardStorage-GB,790.65,0.023,18.185,0
2026-06-24,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,19.51,0.192,3.7467,0
2026-06-24,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,21.87,0.194,4.2426,0
2026-06-24,AWS,EBS,eu-west-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,230.58,0.08,18.4466,0
2026-06-24,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,21.32,0.35,7.4623,0
2026-06-24,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,21.35,0.35,7.4739,0
2026-06-24,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,1075.47,0.02,21.5093,0
2026-06-24,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,20.95,0.192,4.022,0
2026-06-24,AWS,RDS,us-east-1,prod-db-cluster-primary,InstanceUsage:db.r5.8xlarge-MultiAZ,21.55,7.68,165.504,1
2026-06-24,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,21.52,0.192,4.1314,0
2026-06-24,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,972.62,0.02,19.4525,0
2026-06-24,Azure,Azure Storage,eastus,stbackupdata002,BlobStorage-GB,762.79,0.02,15.2557,0
2026-06-24,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.17,0.35,7.7604,0
2026-06-25,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,23.02,0.192,4.4199,0
2026-06-25,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,23.32,0.35,8.1616,0
2026-06-25,AWS,RDS,us-west-2,analytics-read-replica,InstanceUsage:db.m5.large,23.04,0.38,8.7561,0
2026-06-25,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.22,0.35,7.7774,0
2026-06-25,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,21.86,0.192,4.1971,0
2026-06-25,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,696.29,0.02,13.9259,0
2026-06-25,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,22.02,0.35,7.7079,0
2026-06-25,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,21.56,0.192,4.1397,0
2026-06-25,Azure,Azure Storage,eastus,stbackupdata002,BlobStorage-GB,1473.51,0.02,29.4702,0
2026-06-25,AWS,Lambda,ap-southeast-1,auth-token-verifier,RequestCount,290283.35,2e-07,0.0581,0
2026-06-25,AWS,Lambda,us-west-2,auth-token-verifier,RequestCount,781982.17,2e-07,0.1564,0
2026-06-25,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,21.09,0.192,4.0502,0
2026-06-25,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,598.56,0.02,11.9711,0
2026-06-25,AWS,RDS,eu-west-1,analytics-read-replica,InstanceUsage:db.m5.large,24.88,0.38,9.453,0
2026-06-26,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,21.69,0.35,7.5908,0
2026-06-26,AWS,Lambda,eu-west-1,event-processor,RequestCount,591381.15,2e-07,0.1183,0
2026-06-26,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,20.83,0.194,4.0414,0
2026-06-26,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,17.57,0.194,3.4083,0
2026-06-26,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,19.41,0.35,6.7934,0
2026-06-26,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,17.71,0.192,3.4011,0
2026-06-26,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,22.06,0.194,4.28,0
2026-06-26,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,23.44,0.35,8.2031,0
2026-06-26,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,19.73,0.194,3.827,0
2026-06-26,AWS,RDS,eu-west-1,prod-db-cluster-primary,InstanceUsage:db.r5.8xlarge-MultiAZ,21.91,7.68,168.2688,1
2026-06-26,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.37,0.35,7.8298,0
2026-06-26,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,20.54,0.194,3.9838,0
2026-06-26,AWS,EC2,ap-southeast-1,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,20.13,0.1664,3.3499,0
2026-06-26,AWS,EC2,ap-southeast-1,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,20.5,0.1664,3.4116,0
2026-06-27,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.64,0.35,7.5745,0
2026-06-27,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,22.54,0.194,4.3728,0
2026-06-27,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,24.37,0.38,9.2616,0
2026-06-27,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,1443.61,0.02,28.8722,0
2026-06-27,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,19.87,0.192,3.816,0
2026-06-27,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,19.11,0.194,3.7071,0
2026-06-27,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,23.51,0.35,8.2269,0
2026-06-27,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,19.77,0.194,3.836,0
2026-06-27,AWS,RDS,us-east-1,prod-db-cluster-primary,InstanceUsage:db.r5.8xlarge-MultiAZ,22.08,7.68,169.5744,1
2026-06-27,AWS,RDS,ap-southeast-1,prod-db-cluster-primary,InstanceUsage:db.r5.8xlarge-MultiAZ,23.94,7.68,183.8592,1
2026-06-27,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,22.76,0.192,4.3707,0
2026-06-27,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,19.03,0.192,3.6547,0
2026-06-27,AWS,EC2,us-west-2,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,22.11,0.1664,3.6786,0
2026-06-27,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,1305.96,0.02,26.1193,0
2026-06-28,AWS,EC2,us-west-2,i-0c9d8e7f6a5b4,BoxUsage:t3.xlarge,20.24,0.1664,3.3673,0
2026-06-28,AWS,RDS,eu-west-1,prod-db-cluster-primary,InstanceUsage:db.r5.8xlarge-MultiAZ,23.29,7.68,178.8672,1
2026-06-28,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,609.9,0.02,12.1981,0
2026-06-28,AWS,S3,us-east-1,prod-analytics-data-dump,StandardStorage-GB,528.3,0.023,12.151,0
2026-06-28,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,1297.14,0.02,25.9428,0
2026-06-28,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,20.86,0.192,4.0049,0
2026-06-28,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,22.15,0.194,4.2979,0
2026-06-28,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,22.9,0.192,4.3961,0
2026-06-28,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,21.0,0.194,4.0749,0
2026-06-28,AWS,RDS,eu-west-1,prod-db-cluster-primary,InstanceUsage:db.r5.8xlarge-MultiAZ,23.36,7.68,179.4048,1
2026-06-28,AWS,EBS,eu-west-1,vol-0123456789abcdef0,VolumeUsage.gp3,274.17,0.08,21.9334,0
2026-06-28,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,20.0,0.192,3.8408,0
2026-06-28,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,1093.44,0.02,21.8688,0
2026-06-28,AWS,EBS,eu-west-1,vol-0123456789abcdef0,VolumeUsage.gp3,313.1,0.08,25.0482,0
2026-06-28,AWS,S3,us-west-2,user-media-storage-bucket,StandardStorage-GB,1036.37,0.023,23.8366,0
2026-06-29,AWS,EBS,us-west-2,vol-0123456789abcdef0,VolumeUsage.gp3,417.25,0.08,33.3802,0
2026-06-29,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,22.26,0.38,8.4589,0
2026-06-29,AWS,EC2,eu-west-1,i-0a8f9c1d2e3f4,BoxUsage:t3.xlarge,22.1,0.1664,3.678,0
2026-06-29,AWS,EBS,eu-west-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,278.13,0.08,22.2507,0
2026-06-29,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,22.66,0.192,4.3508,0
2026-06-29,AWS,S3,ap-southeast-1,app-logs-archive,StandardStorage-GB,999.95,0.023,22.9989,0
2026-06-29,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,431.47,0.02,8.6295,0
2026-06-29,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,785.88,0.02,15.7176,0
2026-06-29,AWS,RDS,us-west-2,analytics-read-replica,InstanceUsage:db.m5.large,21.82,0.38,8.2927,0
2026-06-29,AWS,EC2,us-west-2,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,20.49,0.1664,3.4098,0
2026-06-29,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,19.6,0.194,3.8023,0
2026-06-29,AWS,S3,us-east-1,user-media-storage-bucket,StandardStorage-GB,432.02,0.023,9.9364,0
2026-06-29,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,23.79,0.192,4.5669,0
2026-06-29,AWS,Lambda,us-west-2,event-processor,RequestCount,532030.83,2e-07,0.1064,0
2026-06-29,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.82,0.35,7.6363,0
2026-06-29,Azure,Azure Storage,eastus,stbackupdata002,BlobStorage-GB,877.26,0.02,17.5452,0
2026-06-30,AWS,EC2,us-east-1,i-0a8f9c1d2e3f4,BoxUsage:t3.xlarge,19.28,0.1664,3.2076,0
2026-06-30,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,859.99,0.02,17.1998,0
2026-06-30,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,22.38,0.192,4.2967,0
2026-06-30,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,19.84,0.35,6.944,0
2026-06-30,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,23.38,0.194,4.5354,0
2026-06-30,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,21.73,0.194,4.2163,0
2026-06-30,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,22.13,0.192,4.2495,0
2026-06-30,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,19.99,0.194,3.8779,0
2026-06-30,AWS,EC2,us-west-2,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,19.79,0.1664,3.2938,0
2026-06-30,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,18.81,0.192,3.6123,0
2026-06-30,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,19.48,0.35,6.8179,0
2026-06-30,AWS,EBS,us-east-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,507.96,0.08,40.637,0
2026-06-30,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,19.56,0.194,3.7938,0
2026-06-30,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,23.69,0.194,4.596,0
2026-07-01,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,21.64,0.35,7.5727,0
2026-07-01,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,999.0,0.02,19.98,0
2026-07-01,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,20.05,0.35,7.0192,0
2026-07-01,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,18.49,0.192,3.5495,0
2026-07-01,Azure,Azure Storage,eastus,stbackupdata002,BlobStorage-GB,601.64,0.02,12.0328,0
2026-07-01,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,22.79,0.194,4.4206,0
2026-07-01,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,589.01,0.02,11.7801,0
2026-07-01,AWS,EC2,us-east-1,i-0c9d8e7f6a5b4,BoxUsage:t3.xlarge,21.22,0.1664,3.5312,0
2026-07-01,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.23,0.35,7.7819,0
2026-07-01,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,19.83,0.192,3.808,0
2026-07-01,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,1415.63,0.02,28.3126,0
2026-07-01,AWS,EBS,eu-west-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,146.07,0.08,11.6859,0
2026-07-01,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,23.28,0.194,4.5162,0
2026-07-01,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,656.41,0.02,13.1281,0
2026-07-01,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,1318.02,0.02,26.3605,0
2026-07-01,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,23.02,0.194,4.4649,0
2026-07-02,AWS,Lambda,us-east-1,image-resizer-worker,RequestCount,523310.91,2e-07,0.1047,0
2026-07-02,AWS,S3,ap-southeast-1,user-media-storage-bucket,StandardStorage-GB,1044.13,0.023,24.015,0
2026-07-02,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,20.19,0.35,7.0673,0
2026-07-02,AWS,EC2,ap-southeast-1,i-0a8f9c1d2e3f4,BoxUsage:t3.xlarge,21.24,0.1664,3.5337,0
2026-07-02,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,1011.66,0.02,20.2332,0
2026-07-02,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,21.09,0.192,4.0487,0
2026-07-02,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,22.72,0.192,4.362,0
2026-07-02,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,23.77,0.35,8.3204,0
2026-07-02,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,22.12,0.192,4.2465,0
2026-07-02,AWS,EBS,us-west-2,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,292.47,0.08,23.3978,0
2026-07-02,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,18.4,0.192,3.5329,0
2026-07-02,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,17.83,0.192,3.4233,0
2026-07-02,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,23.15,0.192,4.4447,0
2026-07-02,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,21.21,0.194,4.1142,0
2026-07-02,AWS,EC2,us-east-1,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,22.78,0.1664,3.7914,0
2026-07-02,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,19.98,0.194,3.8752,0
2026-07-03,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,19.48,0.194,3.78,0
2026-07-03,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.66,0.35,7.5816,0
2026-07-03,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,1340.14,0.02,26.8027,0
2026-07-03,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,22.53,0.194,4.3703,0
2026-07-03,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,18.6,0.192,3.5721,0
2026-07-03,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,18.53,0.194,3.5957,0
